data;valor
26/06/2012;2.0743
27/06/2012;2.0764
28/06/2012;2.0904
29/06/2012;2.0213
02/07/2012;1.9893
03/07/2012;1.9888
04/07/2012;2.0201
05/07/2012;2.0292
06/07/2012;2.0359
09/07/2012;2.0312
10/07/2012;2.0332
11/07/2012;2.031
12/07/2012;2.0471
13/07/2012;2.0338
16/07/2012;2.038
17/07/2012;2.0349
18/07/2012;2.0258
19/07/2012;2.0239
20/07/2012;2.0227
23/07/2012;2.0412
24/07/2012;2.0418
25/07/2012;2.0403
26/07/2012;2.0255
27/07/2012;2.0173
30/07/2012;2.0313
31/07/2012;2.0499
01/08/2012;2.0432
02/08/2012;2.0475
03/08/2012;2.0313
06/08/2012;2.0279
07/08/2012;2.0281
08/08/2012;2.0273
09/08/2012;2.0182
10/08/2012;2.0175
13/08/2012;2.0266
14/08/2012;2.0258
15/08/2012;2.0234
16/08/2012;2.0214
17/08/2012;2.0182
20/08/2012;2.0209
21/08/2012;2.0173
22/08/2012;2.021
23/08/2012;2.0241
24/08/2012;2.0255
27/08/2012;2.0293
28/08/2012;2.0433
29/08/2012;2.0509
30/08/2012;2.0513
31/08/2012;2.0372
03/09/2012;2.0335
04/09/2012;2.0392
05/09/2012;2.0385
06/09/2012;2.0381
10/09/2012;2.0241
11/09/2012;2.0197
12/09/2012;2.0204
13/09/2012;2.0254
14/09/2012;2.0139
17/09/2012;2.0312
18/09/2012;2.0274
19/09/2012;2.0236
20/09/2012;2.0263
21/09/2012;2.024
24/09/2012;2.0273
25/09/2012;2.0251
26/09/2012;2.0341
27/09/2012;2.0311
28/09/2012;2.0306
01/10/2012;2.026
02/10/2012;2.0266
03/10/2012;2.0266
04/10/2012;2.0224
05/10/2012;2.0246
08/10/2012;2.0313
09/10/2012;2.0337
10/10/2012;2.0378
11/10/2012;2.0369
15/10/2012;2.0382
16/10/2012;2.0351
17/10/2012;2.0336
18/10/2012;2.0295
19/10/2012;2.0272
22/10/2012;2.0266
23/10/2012;2.0286
24/10/2012;2.0263
25/10/2012;2.0261
26/10/2012;2.0263
29/10/2012;2.0296
30/10/2012;2.0323
31/10/2012;2.0313
01/11/2012;2.0312
05/11/2012;2.035
06/11/2012;2.0341
07/11/2012;2.033
08/11/2012;2.0357
09/11/2012;2.0512
12/11/2012;2.0476
13/11/2012;2.0614
14/11/2012;2.0629
16/11/2012;2.0712
19/11/2012;2.0745
20/11/2012;2.0835
21/11/2012;2.0924
22/11/2012;2.0912
23/11/2012;2.0985
26/11/2012;2.0787
27/11/2012;2.0752
28/11/2012;2.0912
29/11/2012;2.0991
30/11/2012;2.1074
03/12/2012;2.1121
04/12/2012;2.1077
05/12/2012;2.1046
06/12/2012;2.0836
07/12/2012;2.0804
10/12/2012;2.081
11/12/2012;2.0743
12/12/2012;2.0801
13/12/2012;2.0751
14/12/2012;2.084
17/12/2012;2.0902
18/12/2012;2.0966
19/12/2012;2.0791
20/12/2012;2.0625
21/12/2012;2.0758
24/12/2012;2.0774
26/12/2012;2.0569
27/12/2012;2.0483
28/12/2012;2.0435
31/12/2012;2.0435
02/01/2013;2.0415
03/01/2013;2.0464
04/01/2013;2.0425
07/01/2013;2.0312
08/01/2013;2.0286
09/01/2013;2.0417
10/01/2013;2.0358
11/01/2013;2.0341
14/01/2013;2.0334
15/01/2013;2.0374
16/01/2013;2.0409
17/01/2013;2.0411
18/01/2013;2.0441
21/01/2013;2.042
22/01/2013;2.0471
23/01/2013;2.0394
24/01/2013;2.0344
25/01/2013;2.0285
28/01/2013;2.0241
29/01/2013;1.9912
30/01/2013;1.99
31/01/2013;1.9883
01/02/2013;1.9843
04/02/2013;1.9893
05/02/2013;1.9881
06/02/2013;1.9884
07/02/2013;1.9789
08/02/2013;1.9636
13/02/2013;1.967
14/02/2013;1.9666
15/02/2013;1.96
18/02/2013;1.9676
19/02/2013;1.9597
20/02/2013;1.957
21/02/2013;1.972
22/02/2013;1.9705
25/02/2013;1.9676
26/02/2013;1.9818
27/02/2013;1.9807
28/02/2013;1.9754
01/03/2013;1.9848
04/03/2013;1.9827
05/03/2013;1.9693
06/03/2013;1.9673
07/03/2013;1.9642
08/03/2013;1.9528
11/03/2013;1.9552
12/03/2013;1.9585
13/03/2013;1.9619
14/03/2013;1.9676
15/03/2013;1.9749
18/03/2013;1.9871
19/03/2013;1.983
20/03/2013;1.9868
21/03/2013;1.9931
22/03/2013;2.0126
25/03/2013;2.014
26/03/2013;2.0087
27/03/2013;2.0185
28/03/2013;2.0138
01/04/2013;2.0186
02/04/2013;2.0179
03/04/2013;2.0239
04/04/2013;2.0201
05/04/2013;2.0035
08/04/2013;1.9902
09/04/2013;1.9861
10/04/2013;1.981
11/04/2013;1.9736
12/04/2013;1.9761
15/04/2013;1.979
16/04/2013;1.9903
17/04/2013;1.9939
18/04/2013;2.0152
19/04/2013;2.0089
22/04/2013;2.0154
23/04/2013;2.017
24/04/2013;2.0244
25/04/2013;2.0119
26/04/2013;2.0001
29/04/2013;1.9999
30/04/2013;2.0017
02/05/2013;2.0095
03/05/2013;2.0093
06/05/2013;2.0143
07/05/2013;2.011
08/05/2013;2.003
09/05/2013;2.0051
10/05/2013;2.0231
13/05/2013;2.015
14/05/2013;2.0063
15/05/2013;2.0233
16/05/2013;2.0254
17/05/2013;2.0354
20/05/2013;2.0333
21/05/2013;2.0402
22/05/2013;2.0387
23/05/2013;2.0537
24/05/2013;2.0495
27/05/2013;2.0527
28/05/2013;2.0616
29/05/2013;2.0894
31/05/2013;2.1319
03/06/2013;2.1355
04/06/2013;2.1282
05/06/2013;2.1235
06/06/2013;2.125
07/06/2013;2.1372
10/06/2013;2.1506
11/06/2013;2.1521
12/06/2013;2.142
13/06/2013;2.1447
14/06/2013;2.1367
17/06/2013;2.1538
18/06/2013;2.1706
19/06/2013;2.1744
20/06/2013;2.2523
21/06/2013;2.2648
24/06/2013;2.2515
25/06/2013;2.2185
26/06/2013;2.1975
27/06/2013;2.1846
28/06/2013;2.2156
01/07/2013;2.2297
02/07/2013;2.2412
03/07/2013;2.2634
04/07/2013;2.2595
05/07/2013;2.2645
08/07/2013;2.2583
09/07/2013;2.2628
10/07/2013;2.2697
11/07/2013;2.2672
12/07/2013;2.267
15/07/2013;2.2548
16/07/2013;2.2353
17/07/2013;2.2372
18/07/2013;2.2297
19/07/2013;2.2364
22/07/2013;2.2386
23/07/2013;2.2267
24/07/2013;2.2348
25/07/2013;2.2497
26/07/2013;2.2488
29/07/2013;2.2609
30/07/2013;2.2734
31/07/2013;2.2903
01/08/2013;2.2914
02/08/2013;2.2933
05/08/2013;2.301
06/08/2013;2.2955
07/08/2013;2.3028
08/08/2013;2.2882
09/08/2013;2.2748
12/08/2013;2.2722
13/08/2013;2.3035
14/08/2013;2.3118
15/08/2013;2.3434
16/08/2013;2.3565
19/08/2013;2.398
20/08/2013;2.3943
21/08/2013;2.4169
22/08/2013;2.4457
23/08/2013;2.3868
26/08/2013;2.3705
27/08/2013;2.3998
28/08/2013;2.3515
29/08/2013;2.3578
30/08/2013;2.3725
02/09/2013;2.3643
03/09/2013;2.3897
04/09/2013;2.3538
05/09/2013;2.3314
06/09/2013;2.2979
09/09/2013;2.2868
10/09/2013;2.2779
11/09/2013;2.2947
12/09/2013;2.2769
13/09/2013;2.2785
16/09/2013;2.2649
17/09/2013;2.2617
18/09/2013;2.2489
19/09/2013;2.2036
20/09/2013;2.2053
23/09/2013;2.2033
24/09/2013;2.2031
25/09/2013;2.2224
26/09/2013;2.2285
27/09/2013;2.2571
30/09/2013;2.23
01/10/2013;2.2123
02/10/2013;2.2088
03/10/2013;2.2069
04/10/2013;2.2051
07/10/2013;2.2087
08/10/2013;2.2016
09/10/2013;2.2054
10/10/2013;2.185
11/10/2013;2.1821
14/10/2013;2.1817
15/10/2013;2.1818
16/10/2013;2.1629
17/10/2013;2.1611
18/10/2013;2.1616
21/10/2013;2.1738
22/10/2013;2.176
23/10/2013;2.1826
24/10/2013;2.2003
25/10/2013;2.1848
28/10/2013;2.1846
29/10/2013;2.1804
30/10/2013;2.1888
31/10/2013;2.2026
01/11/2013;2.2468
04/11/2013;2.2426
05/11/2013;2.2747
06/11/2013;2.2785
07/11/2013;2.2825
08/11/2013;2.317
11/11/2013;2.3142
12/11/2013;2.3362
13/11/2013;2.3234
14/11/2013;2.3289
18/11/2013;2.2828
19/11/2013;2.2662
20/11/2013;2.2726
21/11/2013;2.3067
22/11/2013;2.2913
25/11/2013;2.2871
26/11/2013;2.304
27/11/2013;2.3058
28/11/2013;2.3208
29/11/2013;2.3249
02/12/2013;2.3449
03/12/2013;2.3558
04/12/2013;2.374
05/12/2013;2.3747
06/12/2013;2.3525
09/12/2013;2.3225
10/12/2013;2.3102
11/12/2013;2.3262
12/12/2013;2.3338
13/12/2013;2.3354
16/12/2013;2.3255
17/12/2013;2.3221
18/12/2013;2.3274
19/12/2013;2.3528
20/12/2013;2.3817
23/12/2013;2.3706
24/12/2013;2.3554
26/12/2013;2.3507
27/12/2013;2.3538
30/12/2013;2.3426
31/12/2013;2.3426
02/01/2014;2.3975
03/01/2014;2.3741
06/01/2014;2.3789
07/01/2014;2.3634
08/01/2014;2.3779
09/01/2014;2.396
10/01/2014;2.3819
13/01/2014;2.3491
14/01/2014;2.3617
15/01/2014;2.347
16/01/2014;2.3683
17/01/2014;2.3601
20/01/2014;2.3335
21/01/2014;2.3608
22/01/2014;2.3601
23/01/2014;2.3761
24/01/2014;2.4129
27/01/2014;2.4044
28/01/2014;2.4165
29/01/2014;2.4397
30/01/2014;2.4224
31/01/2014;2.4263
03/02/2014;2.409
04/02/2014;2.4177
05/02/2014;2.4106
06/02/2014;2.4041
07/02/2014;2.3817
10/02/2014;2.3936
11/02/2014;2.4076
12/02/2014;2.4086
13/02/2014;2.4238
14/02/2014;2.3924
17/02/2014;2.387
18/02/2014;2.3983
19/02/2014;2.3986
20/02/2014;2.3799
21/02/2014;2.3625
24/02/2014;2.3391
25/02/2014;2.3367
26/02/2014;2.3454
27/02/2014;2.3436
28/02/2014;2.3334
05/03/2014;2.324
06/03/2014;2.3094
07/03/2014;2.3382
10/03/2014;2.341
11/03/2014;2.3461
12/03/2014;2.3649
13/03/2014;2.3486
14/03/2014;2.3638
17/03/2014;2.3518
18/03/2014;2.3522
19/03/2014;2.3338
20/03/2014;2.342
21/03/2014;2.3245
24/03/2014;2.3248
25/03/2014;2.3124
26/03/2014;2.3119
27/03/2014;2.283
28/03/2014;2.2603
31/03/2014;2.263
01/04/2014;2.262
02/04/2014;2.2711
03/04/2014;2.2811
04/04/2014;2.242
07/04/2014;2.2326
08/04/2014;2.1974
09/04/2014;2.2111
10/04/2014;2.1987
11/04/2014;2.2059
14/04/2014;2.2096
15/04/2014;2.2257
16/04/2014;2.2342
17/04/2014;2.2482
22/04/2014;2.2449
23/04/2014;2.2426
24/04/2014;2.2229
25/04/2014;2.2325
28/04/2014;2.237
29/04/2014;2.2199
30/04/2014;2.236
02/05/2014;2.2221
05/05/2014;2.2286
06/05/2014;2.2322
07/05/2014;2.2282
08/05/2014;2.2107
09/05/2014;2.2192
12/05/2014;2.2164
13/05/2014;2.2101
14/05/2014;2.2129
15/05/2014;2.2166
16/05/2014;2.211
19/05/2014;2.2111
20/05/2014;2.2156
21/05/2014;2.2111
22/05/2014;2.2131
23/05/2014;2.2187
26/05/2014;2.2209
27/05/2014;2.2354
28/05/2014;2.2405
29/05/2014;2.2251
30/05/2014;2.239
02/06/2014;2.264
03/06/2014;2.2654
04/06/2014;2.2802
05/06/2014;2.2695
06/06/2014;2.2445
09/06/2014;2.2336
10/06/2014;2.2296
11/06/2014;2.2307
12/06/2014;2.2306
13/06/2014;2.2347
16/06/2014;2.2313
17/06/2014;2.2486
18/06/2014;2.2534
20/06/2014;2.238
23/06/2014;2.2195
24/06/2014;2.2217
25/06/2014;2.2052
26/06/2014;2.2089
27/06/2014;2.1975
30/06/2014;2.2025
01/07/2014;2.2054
02/07/2014;2.2134
03/07/2014;2.2281
04/07/2014;2.2149
07/07/2014;2.2201
08/07/2014;2.215
09/07/2014;2.2139
10/07/2014;2.2237
11/07/2014;2.2228
14/07/2014;2.2176
15/07/2014;2.2195
16/07/2014;2.2193
17/07/2014;2.2403
18/07/2014;2.2362
21/07/2014;2.2238
22/07/2014;2.2129
23/07/2014;2.2202
24/07/2014;2.2204
25/07/2014;2.2293
28/07/2014;2.2302
29/07/2014;2.2278
30/07/2014;2.2447
31/07/2014;2.2674
01/08/2014;2.2607
04/08/2014;2.2577
05/08/2014;2.2756
06/08/2014;2.279
07/08/2014;2.2802
08/08/2014;2.2986
11/08/2014;2.2779
12/08/2014;2.277
13/08/2014;2.2692
14/08/2014;2.2703
15/08/2014;2.269
18/08/2014;2.2595
19/08/2014;2.2587
20/08/2014;2.255
21/08/2014;2.2582
22/08/2014;2.2778
25/08/2014;2.2808
26/08/2014;2.2748
27/08/2014;2.2591
28/08/2014;2.2499
29/08/2014;2.2396
01/09/2014;2.2364
02/09/2014;2.2521
03/09/2014;2.2319
